member,income_weighted_index,income_inequality,per_capita_income,education_score,labor_market_hardship,housing_instability,car_access_risk,mean_commute,commute_hardship_index,transit_dependency,food_insecurity_index,health_access_score,digital_disadvantage,social_isolation_index,environmental_burden,rurality_index
M00055,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M02001,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M00969,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M00865,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01131,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01907,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01927,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01764,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00350,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00775,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M01329,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M00835,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01422,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01085,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M02253,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M00492,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01020,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01509,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01105,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00749,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01847,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01175,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00490,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00603,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01327,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M02265,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00629,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01286,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01271,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01479,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M02301,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M02308,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M01433,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M02085,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00168,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M02074,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01516,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M02143,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00706,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01312,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M00669,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01698,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01949,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M02325,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00184,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M02137,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01239,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01769,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00035,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01955,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01003,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00738,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01208,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00099,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00596,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00074,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M02108,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00583,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00653,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01865,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01265,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00576,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00907,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00117,65628.05,0.411,28761.377,5.3356,18.6652,39.219,0.0544,28.386,28.386,0.1268,15.721,3.9641,11.311,16.5572,0.0,3.549
M00957,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00038,87184.725,0.525,58531.49,13.3468,17.229,41.506,0.0635,32.6048,32.6048,0.2015,8.8485,1.9314,8.04,16.5962,5.8936,2.416
M01993,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00472,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M02304,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00475,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00124,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M02242,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M02271,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00760,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00891,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01977,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00820,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00752,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01014,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M02326,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01591,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M01581,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01341,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01358,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00588,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00114,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01147,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00989,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00383,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00600,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01710,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01985,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01350,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00636,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M02118,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M02313,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00937,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M00165,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00859,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01811,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01098,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00096,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01669,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00356,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01625,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01935,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00926,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M00404,93975.975,0.463,52243.52,15.0204,16.5778,41.9095,0.0534,38.1553,38.1553,0.2266,4.316,0.5334,7.28,14.81,0.0,1.4216
M01156,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00694,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00439,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01478,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M02077,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M02088,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01666,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M00886,77869.2,0.484,40237.094,10.732,17.4808,38.5575,0.0839,26.9665,26.9665,0.0646,15.11,0.9328,11.068,19.9332,4.3944,1.0114
M00536,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01612,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01498,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01203,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M02024,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M00145,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01523,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01876,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00208,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01331,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00058,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00275,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01946,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M02046,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M00767,79833.35,0.478,43415.819,10.7808,15.8834,40.4915,0.0866,33.0218,33.0218,0.156,14.039,2.6492,10.506,18.488,5.5296,1.4146
M01682,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01706,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01948,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01599,77992.025,0.446,38587.692,11.654,16.5608,35.147,0.074,32.3456,32.3456,0.1424,12.8575,4.2124,9.96,18.1496,8.2664,2.4258
M00893,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01094,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01638,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01459,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M00223,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00157,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00745,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01270,90382.875,0.477,55772.283,19.9678,14.7522,32.718,0.0916,34.1946,34.1946,0.1372,7.2585,1.8855,7.045,16.6796,5.3808,1.3696
M01747,78886.85,0.479,43465.822,11.0942,16.4204,41.2595,0.0867,32.7515,32.7515,0.1527,14.006,2.6324,10.506,18.6666,5.732,1.3768
M02300,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01608,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M00037,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M02302,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M01007,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00606,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01649,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M01576,81791.025,0.448,37974.264,8.3278,19.361,42.2695,0.1318,44.0967,44.0967,0.2655,12.122,1.0949,12.719,15.7252,0.0,1.0162
M00029,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M01953,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00863,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M02121,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01276,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01232,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M02154,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00351,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01506,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01676,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M01274,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M01995,70052.625,0.532,37352.401,4.2122,18.2346,40.521,0.5219,45.8374,45.8374,0.3492,22.1605,0.3775,14.265,18.2036,0.0,1.003
M01438,77644.4,0.502,43725.562,8.799,15.4616,33.209,0.2919,39.9039,39.9039,0.2493,14.116,0.5148,10.694,16.8992,0.0,0.9766
M02061,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00415,90762.75,0.475,53305.58,19.8156,14.764,32.8805,0.0919,34.1493,34.1493,0.1334,7.1895,1.9082,6.948,17.006,5.2531,1.3884
M00803,82059.825,0.495,43715.943,7.1442,16.0804,37.407,0.0935,34.4232,34.4232,0.1902,7.9795,0.6077,10.649,16.1384,5.4233,1.0062
M00744,55051.925,0.523,23333.705,-12.6882,22.8136,46.5075,0.5502,46.8705,46.8705,0.3569,36.0305,0.8509,16.426,19.5388,4.055,1.0184
M02169,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M02140,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M01627,71695.75,0.54,39818.942,6.3558,18.7864,41.756,0.1911,36.9364,36.9364,0.2132,14.636,0.4396,14.844,18.6244,5.238,0.9964
M00453,85948.925,0.417,40239.918,12.4454,17.926,34.7135,0.07,35.7165,35.7165,0.206,7.015,1.5883,8.018,15.5328,4.8455,1.4016
M01079,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
M00768,89195.425,0.479,52593.033,17.631,16.4328,36.4415,0.0669,35.4936,35.4936,0.2175,5.051,1.023,7.573,15.9074,0.0,1.3784
